stem,label,event_idx,start_col,end_col,max_probability,mean_probability,n_total_columns,n_broadband_columns,n_tonal_columns,tonal_fraction,max_consecutive_tonal,mean_flatness,min_flatness,median_flatness,std_flatness
2024-09-30_11-27-00_0000124,auto_accept,1,6170,6660,0.9653223752975464,0.6502811884880066,490,34,219,0.48026315789473684,31,0.4736588799316627,0.09044231356222135,0.5038827156423734,0.11652584226767379
2024-09-30_11-24-57_0000096,auto_accept,0,1940,2040,0.826604425907135,0.7655793699351224,100,0,17,0.17,6,0.5496832943301552,0.3015080969253053,0.5588943795720576,0.06067848592500377
2024-09-30_11-24-57_0000096,auto_accept,1,2230,2390,0.9703177213668823,0.8541405411327586,160,0,49,0.30625,11,0.5139650379075542,0.14979235474802585,0.5243821332231171,0.08843300420686408
2024-09-30_11-24-57_0000096,auto_accept,2,3230,3420,0.9955167174339294,0.8478051006793976,190,0,75,0.39473684210526316,26,0.48996945446657164,0.11588292310719252,0.5370233391246242,0.1301890634982878
2024-09-30_11-24-57_0000096,auto_accept,3,3780,3920,0.9951583743095398,0.902915374437968,140,0,111,0.7928571428571428,52,0.40825228441198785,0.19118087033453665,0.4150758591181555,0.09477703576501005
2024-09-30_11-24-57_0000096,auto_accept,4,4070,4220,0.9990326166152954,0.9042614251375198,150,0,122,0.8133333333333334,83,0.33636399284779855,0.0512687776819135,0.3322092355824041,0.15705455172340468
2024-09-30_11-24-57_0000096,auto_accept,5,4340,4480,0.9982863068580627,0.9102625449498495,140,0,90,0.6428571428571429,44,0.41779784609926723,0.11232024152204945,0.45328664880597264,0.14506115771514178
2024-09-30_11-24-57_0000096,auto_accept,6,10290,10410,0.9764460325241089,0.8889192709555993,120,0,63,0.525,50,0.3695098350093961,0.05291957038684408,0.49454874025590134,0.2054295239581728
2024-09-30_11-24-57_0000096,auto_accept,7,11890,12020,0.9947503209114075,0.8949633410998753,130,3,91,0.7165354330708661,26,0.4099322399677583,0.06600471513384151,0.45207735400540444,0.14503123966014808
2024-09-30_11-24-57_0000096,auto_accept,8,12140,12310,0.9947503209114075,0.8834208548069,170,0,102,0.6,18,0.45231709585782087,0.14258983015292567,0.4735857849339923,0.10569475949736622
2024-09-30_11-24-57_0000096,auto_accept,9,12420,12570,0.9006502032279968,0.7963500581681728,150,0,47,0.31333333333333335,8,0.5155706121539305,0.20190146391880404,0.5320245682916139,0.08364599365329858
2024-09-30_11-24-57_0000096,auto_accept,10,14590,14920,0.9996747970581055,0.9095940668793285,330,0,288,0.8727272727272727,163,0.3716474604762219,0.08825223575682084,0.3854148020708551,0.11336504296151238
2024-09-30_11-24-57_0000096,auto_accept,11,14990,15640,0.9998034834861755,0.8869118645335688,650,85,502,0.8884955752212389,85,0.3458557385589322,0.05446283520731283,0.34741856981378033,0.12660163433273036
2024-09-30_11-24-57_0000096,auto_accept,12,16730,16870,0.8988634347915649,0.7915907700856527,140,0,40,0.2857142857142857,11,0.529478661759031,0.28313811942097283,0.5373142939711117,0.06956299878030554
2024-09-30_17-36-22_0001885,auto_accept,0,2320,2580,0.9996943473815918,0.9452011916372511,260,0,167,0.6423076923076924,44,0.4065581442838255,0.08015524347817166,0.4314203128813925,0.15067069103050168
2024-09-30_17-36-22_0001885,auto_accept,1,2660,2880,0.9996302127838135,0.9722486423409503,220,0,132,0.6,95,0.40381074256524274,0.06597441555894559,0.41699854474410136,0.1614386891864733
2024-09-30_17-36-22_0001885,auto_accept,2,2960,3180,0.9996298551559448,0.9724350623462511,220,0,132,0.6,95,0.4038023228838079,0.06597374968349784,0.41692350602360706,0.1614509511815088
2024-09-30_15-13-39_0001170,auto_accept,0,4420,4600,0.999679684638977,0.9699724504822179,180,0,106,0.5888888888888889,99,0.3240578168628263,0.013163888131289433,0.3258825889915081,0.23214601446201089
2024-09-30_15-13-39_0001170,auto_accept,1,4680,5070,0.9999958276748657,0.9802261024713517,390,0,318,0.8153846153846154,286,0.23626783540832885,0.00913649820878258,0.1820086075892785,0.20004366130311602
2024-09-30_15-13-39_0001170,auto_accept,2,5150,5450,0.9999169111251831,0.9324365700444868,300,0,214,0.7133333333333334,198,0.2774082396711491,0.005189424266389272,0.20850674608718256,0.21323177631468612
2024-09-30_15-13-39_0001170,auto_accept,3,5530,5970,0.9999463558197021,0.9723743279774983,440,0,360,0.8181818181818182,275,0.2464123508417148,0.006329561536454773,0.2007680886808228,0.19802240848970254
2024-09-30_15-13-39_0001170,auto_accept,4,6090,6340,0.9996898174285889,0.9608902679039881,250,0,163,0.652,65,0.37665019207278255,0.043014880723027164,0.41819567593393875,0.1771364635211155
2024-09-30_15-13-39_0001170,auto_accept,5,6700,6840,0.9939631819725037,0.9063352445761362,140,0,71,0.5071428571428571,41,0.4434073892085954,0.07675683204057333,0.49270541282525016,0.15608961544320218
2024-09-30_15-13-39_0001170,auto_accept,6,6910,7390,0.999985933303833,0.978256174496242,480,0,402,0.8375,301,0.20704582752478712,0.016082964309334074,0.11994647021566059,0.1913791597418578
2024-09-30_15-13-39_0001170,auto_accept,7,7500,7810,0.9997642636299133,0.9687580782920122,310,0,207,0.667741935483871,93,0.34898782636326264,0.031230190001409558,0.3557478781511925,0.18452515776454076
2024-09-30_18-01-59_0002077,auto_accept,0,2260,2420,0.999518632888794,0.9545035432366764,160,0,82,0.5125,24,0.41194934753230344,0.04643174876817607,0.4937229050202587,0.18879418827902716
2024-09-30_18-01-59_0002077,auto_accept,1,2490,2980,0.9999964237213135,0.976914010643959,490,0,367,0.7489795918367347,116,0.27050907205096103,0.016684146437166796,0.19046078421106766,0.21163239134787742
2024-09-30_18-01-59_0002077,auto_accept,2,3070,3390,0.9999979734420776,0.9796277429118301,320,0,231,0.721875,191,0.3172263297619926,0.020274244281016027,0.32931583242576457,0.1998255225155841
2024-09-30_18-01-59_0002077,auto_accept,3,3460,3700,0.9999192953109741,0.9755498552322388,240,0,166,0.6916666666666667,145,0.31958827363353026,0.032643825914082596,0.27898500677093385,0.1962371876306638
2024-09-30_18-01-59_0002077,auto_accept,4,3750,4360,0.9999988079071045,0.9863935632090415,610,0,402,0.659016393442623,254,0.3278384684975575,0.012505698150481475,0.4159994615319621,0.21555191659885292
2024-09-30_18-01-59_0002077,auto_accept,5,4450,4740,0.9999990463256836,0.9867117643356323,290,0,218,0.7517241379310344,181,0.276362636203541,0.01998769292471233,0.19440725497832428,0.2030262971403203
2024-09-30_18-01-59_0002077,auto_accept,6,4790,5420,0.9999496936798096,0.9818599279969931,630,0,552,0.8761904761904762,243,0.22035540860842545,0.009800675506779403,0.1625528517496268,0.1800139196551633
2024-09-30_18-01-59_0002077,auto_accept,7,5500,6010,0.9999794960021973,0.9782655812226809,510,0,385,0.7549019607843137,161,0.29035213404541743,0.019081033146808302,0.2627982746649564,0.19860232572842665
2024-09-30_18-01-59_0002077,auto_accept,8,6100,6210,0.97539222240448,0.9115012288093567,110,0,26,0.23636363636363636,13,0.5415035903674488,0.3339025113028396,0.5507134771957718,0.071413848916136
2024-09-30_14-23-09_0001016,auto_accept,0,650,850,0.9979523420333862,0.9171476903415862,200,0,95,0.475,39,0.4639153147336046,0.16351091614204472,0.5152593665714909,0.12872801622323113
2024-09-30_12-53-29_0000636,auto_accept,0,2130,2240,0.9777714014053345,0.9300487190485001,110,0,30,0.2727272727272727,12,0.5194831895291185,0.2172370309380457,0.5366837932534764,0.08802364990553979
2024-09-30_12-53-29_0000636,auto_accept,1,2340,2810,0.9999856948852539,0.9705889225006104,470,0,313,0.6659574468085107,75,0.39841648495457826,0.047875146833155774,0.444842918855638,0.15998004628984444
2024-09-30_11-27-39_0000129,auto_accept,0,4860,4980,0.9112921357154846,0.7581952764437749,120,0,33,0.275,20,0.5208311620169502,0.1679294305715049,0.5547655647437122,0.09860916965815264
2024-09-30_16-01-11_0001344,auto_accept,0,2110,2240,0.9523337483406067,0.8697952500411442,130,0,26,0.2,14,0.5238117238811876,0.1783169475163691,0.5471332209383557,0.10256581499173355
2024-09-30_16-01-11_0001344,auto_accept,1,2320,2960,0.9999589920043945,0.9826463736020602,640,0,549,0.8578125,272,0.23160809522046674,0.016776162310071868,0.18223993755863918,0.17936606193907098
2024-09-30_16-01-11_0001344,auto_accept,2,3050,3290,0.9998089671134949,0.9476217067241669,240,0,150,0.625,85,0.4150725333533093,0.06531259505209647,0.4375635230636098,0.14980018992844893
2024-09-30_16-01-11_0001344,auto_accept,3,3370,3500,0.9615294337272644,0.8601079455443791,130,0,81,0.6230769230769231,36,0.4035723825684967,0.05658491599747271,0.47779997048299927,0.17501449727033364
2024-09-30_21-12-14_0003060,auto_accept,0,2350,2640,0.9999527931213379,0.9734041333198548,290,0,209,0.7206896551724138,177,0.24711943614795057,0.016346828578695252,0.13015853052459478,0.22344327940892364
2024-09-30_21-12-14_0003060,auto_accept,1,2750,3240,0.9999369382858276,0.9240196549892425,490,0,437,0.8918367346938776,426,0.20124787297294777,0.005890478021648242,0.14986428899285273,0.17665722650523072
2024-09-30_12-54-28_0000644,auto_accept,0,2340,2550,0.9998996257781982,0.9212376515973698,210,0,121,0.5761904761904761,112,0.3025755858385607,0.01385576408254034,0.2340916226939229,0.24640092989056822
2024-09-30_12-54-28_0000644,auto_accept,1,2590,2850,0.9974944591522217,0.8971429113988523,260,4,136,0.53125,54,0.335182240383631,0.005208544547187244,0.47528763556952414,0.24638882078862195
2024-09-30_12-54-28_0000644,auto_accept,2,2890,3150,0.9974923133850098,0.8970578908920288,260,4,136,0.53125,54,0.33518830610389583,0.005205833168833294,0.4752079962459366,0.24639088058819741
2024-09-30_12-54-28_0000644,auto_accept,3,3190,3700,0.9999971389770508,0.9126590662277662,510,32,358,0.7489539748953975,152,0.19530720396507872,0.0016614799973434134,0.040210730028232555,0.23791717958345443
2024-09-30_12-54-28_0000644,auto_accept,4,3790,4310,0.9995601773262024,0.939663290977478,520,44,448,0.9411764705882353,94,0.17142292771162126,0.0006106376457342246,0.09213716264705271,0.1829392085392354
2024-09-30_12-54-28_0000644,auto_accept,5,4380,4850,0.9996631145477295,0.8899250502387682,470,5,301,0.6473118279569893,129,0.28913789790445094,0.0029176612481826886,0.21311493950251012,0.2357717724309438
2024-09-30_12-54-28_0000644,auto_accept,6,4950,5160,0.9991783499717712,0.9098022932356055,210,1,172,0.8229665071770335,124,0.3054977616560382,0.03314650886344822,0.3111419911213989,0.17140436792317712
2024-09-30_12-54-28_0000644,auto_accept,7,5270,5400,0.9841263294219971,0.8901813243116651,130,0,88,0.676923076923077,20,0.4501473063717736,0.1612075739018453,0.4619405951398309,0.09926893675884807
